danbooru_tag,base_tag,is_variant,franchise,post_count
abigail_williams_(festival_outfit)_(fate),abigail_williams_(fate),1,Fate,375
meltryllis_(third_ascension)_(fate),meltryllis_(fate),1,Fate,374
li_shuwen_(fate),li_shuwen_(fate),0,Fate,371
bradamante_(first_ascension)_(fate),bradamante_(fate),1,Fate,363
louhi_(fate),louhi_(fate),0,Fate,363
fuuma_kotarou_(fate),fuuma_kotarou_(fate),0,Fate,360
nagakura_shinpachi_(fate),nagakura_shinpachi_(fate),0,Fate,360
archer_(casual_wear)_(fate),archer_(fate),1,Fate,359
mochizuki_chiyome_(fate),mochizuki_chiyome_(fate),0,Fate,358
hildr_(fate),hildr_(fate),0,Fate,358
nitocris_alter_(fate),nitocris_alter_(fate),0,Fate,356
mata_hari_(fate),mata_hari_(fate),0,Fate,355
asterios_(fate),asterios_(fate),0,Fate,354
parvati_(fate),parvati_(fate),0,Fate,354
mandricardo_(fate),mandricardo_(fate),0,Fate,352
mini_nobu_(fate),mini_nobu_(fate),0,Fate,349
nero_claudius_(bride)_(third_ascension)_(fate),nero_claudius_(fate),1,Fate,349
harada_sanosuke_(fate),harada_sanosuke_(fate),0,Fate,348
okita_j._souji_(third_ascension)_(fate),okita_j._souji_(fate),1,Fate,347
ushiwakamaru_(swimsuit_assassin)_(first_ascension)_(fate),ushiwakamaru_(fate),1,Fate,346
artoria_caster_(third_ascension)_(fate),artoria_caster_(fate),1,Fate,345
larva_tiamat_(fate),larva_tiamat_(fate),0,Fate,343
mary_read_(fate),mary_read_(fate),0,Fate,342
saber_(honkai:_star_rail)_(fate),saber_(fate),1,Fate,340
minamoto_no_raikou_(swimsuit_lancer)_(third_ascension)_(fate),minamoto_no_raikou_(fate),1,Fate,338
durga_(fate),durga_(fate),0,Fate,338
yang_guifei_(first_ascension)_(fate),yang_guifei_(fate),1,Fate,334
himiko_(first_ascension)_(fate),himiko_(fate),1,Fate,334
jason_(fate),jason_(fate),0,Fate,330
tamamo_no_mae_(third_ascension)_(fate),tamamo_no_mae_(fate),1,Fate,328
abigail_williams_(swimsuit_foreigner)_(second_ascension)_(fate),abigail_williams_(fate),1,Fate,328
artemis_(fate),artemis_(fate),0,Fate,325
cu_chulainn_(casual_wear)_(fate),cu_chulainn_(fate),1,Fate,322
arash_(fate),arash_(fate),0,Fate,320
percival_(fate),percival_(fate),0,Fate,317
elizabeth_bathory_(second_ascension)_(fate),elizabeth_bathory_(fate),1,Fate,317
tamamo_aria_(fate),tamamo_aria_(fate),0,Fate,317
medea_lily_(fate),medea_lily_(fate),0,Fate,317
arjuna_(third_ascension)_(fate),arjuna_(fate),1,Fate,316
chiron_(fate),chiron_(fate),0,Fate,315
martha_(rider)_(fate),martha_(fate),1,Fate,315
setanta_(fate),setanta_(fate),0,Fate,313
queen_draco_(third_ascension)_(fate),queen_draco_(fate),1,Fate,311
suzuka_gozen_(swimsuit_rider)_(fate),suzuka_gozen_(fate),1,Fate,309
luthar_(fate),luthar_(fate),0,Fate,308
sen_no_rikyu_(fate),sen_no_rikyu_(fate),0,Fate,307
ibaraki_douji_(third_ascension)_(fate),ibaraki_douji_(fate),1,Fate,307
aesc_(savior)_(fate),aesc_(fate),1,Fate,306
taira_no_kagekiyo_(fate),taira_no_kagekiyo_(fate),0,Fate,304
ushi_gozen_(fate),ushi_gozen_(fate),0,Fate,304
mori_nagayoshi_(fate),mori_nagayoshi_(fate),0,Fate,303
shuten_douji_(festival_outfit)_(fate),shuten_douji_(fate),1,Fate,299
typhon_ephemeros_(fate),typhon_ephemeros_(fate),0,Fate,299
astolfo_(saber)_(third_ascension)_(fate),astolfo_(fate),1,Fate,298
no_name_assassin_(fate),no_name_assassin_(fate),0,Fate,297
katsushika_hokusai_(traveling_outfit)_(fate),katsushika_hokusai_(fate),1,Fate,297
con_(fate),con_(fate),0,Fate,296
toudou_heisuke_(fate),toudou_heisuke_(fate),0,Fate,295
euryale_(third_ascension)_(fate),euryale_(fate),1,Fate,294
queen_draco_(second_ascension)_(fate),queen_draco_(fate),1,Fate,294
xu_fu_(first_ascension)_(fate),xu_fu_(fate),1,Fate,294
shi_huang_di_(fate),shi_huang_di_(fate),0,Fate,293
bradamante_(third_ascension)_(fate),bradamante_(fate),1,Fate,293
ibaraki_douji_(second_ascension)_(fate),ibaraki_douji_(fate),1,Fate,292
metatron_jeanne_(fate),metatron_jeanne_(fate),0,Fate,291
martha_(swimsuit_ruler)_(third_ascension)_(fate),martha_(fate),1,Fate,290
indra_(fate),indra_(fate),0,Fate,289
kingu_(fate),kingu_(fate),0,Fate,288
kiyohime_(third_ascension)_(fate),kiyohime_(fate),1,Fate,288
sei_shounagon_(swimsuit_berserker)_(first_ascension)_(fate),sei_shounagon_(fate),1,Fate,286
lilith_(first_ascension)_(fate),lilith_(fate),1,Fate,286
murasaki_shikibu_(swimsuit_rider)_(first_ascension)_(fate),murasaki_shikibu_(fate),1,Fate,285
arjuna_(second_ascension)_(fate),arjuna_(fate),1,Fate,284
tamamo_jk_(fate),tamamo_jk_(fate),0,Fate,283
rama_(fate),rama_(fate),0,Fate,283
charles-henri_sanson_(fate),charles-henri_sanson_(fate),0,Fate,283
tomoe_gozen_(third_ascension)_(fate),tomoe_gozen_(fate),1,Fate,283
koyanskaya_(assassin)_(second_ascension)_(fate),koyanskaya_(fate),1,Fate,281
frankenstein's_monster_(swimsuit_saber)_(first_ascension)_(fate),frankenstein's_monster_(fate),1,Fate,281
altera_the_santa_(fate),altera_the_santa_(fate),0,Fate,280
helena_blavatsky_(third_ascension)_(fate),helena_blavatsky_(fate),1,Fate,279
noah_(fate),noah_(fate),0,Fate,279
jeanne_d'arc_alter_(violette_vengeur)_(fate),jeanne_d'arc_alter_(fate),1,Fate,274
vritra_(fate),vritra_(fate),0,Fate,272
oda_nobunaga_(swimsuit_berserker)_(second_ascension)_(fate),oda_nobunaga_(fate),1,Fate,271
kiyohime_(swimsuit_lancer)_(third_ascension)_(fate),kiyohime_(fate),1,Fate,270
nero_claudius_(imperium_pride)_(fate),nero_claudius_(fate),1,Fate,270
hippolyta_(fate),hippolyta_(fate),0,Fate,269
lakshmibai_(fate),lakshmibai_(fate),0,Fate,266
nursery_rhyme_(third_ascension)_(fate),nursery_rhyme_(fate),1,Fate,265
huyan_zhuo_(swimsuit_berserker)_(fate),huyan_zhuo_(fate),1,Fate,265
taigong_wang_(fate),taigong_wang_(fate),0,Fate,264
britomart_(fate),britomart_(fate),0,Fate,260
watanabe_no_tsuna_(fate),watanabe_no_tsuna_(fate),0,Fate,259
tenochtitlan_(first_ascension)_(fate),tenochtitlan_(fate),1,Fate,259
queen_draco_(first_ascension)_(fate),queen_draco_(fate),1,Fate,256
trung_trac_(fate),trung_trac_(fate),0,Fate,254
duryodhana_(fate),duryodhana_(fate),0,Fate,254
osakabehime_(swimsuit_archer)_(fate),osakabehime_(fate),1,Fate,254
scathach-skadi_(third_ascension)_(fate),scathach-skadi_(fate),1,Fate,254
caenis_(swimsuit_rider)_(fate),caenis_(fate),1,Fate,252
nitocris_(first_ascension)_(fate),nitocris_(fate),1,Fate,252
baobhan_sith_(third_ascension)_(fate),baobhan_sith_(fate),1,Fate,252
okita_souji_(teal_haori_and_hakama)_(fate),okita_souji_(fate),1,Fate,251
jaguarman_(fate),jaguarman_(fate),0,Fate,250
marine_nemo_(fate),marine_nemo_(fate),0,Fate,250
blanca_(fate),blanca_(fate),0,Fate,250
minamoto_no_raikou_(swimsuit_lancer)_(second_ascension)_(fate),minamoto_no_raikou_(fate),1,Fate,250
ibaraki_douji_(swimsuit_lancer)_(first_ascension)_(fate),ibaraki_douji_(fate),1,Fate,250
melusine_(first_ascension)_(fate),melusine_(fate),1,Fate,250
durga_(first_ascension)_(fate),durga_(fate),1,Fate,249
cu_chulainn_(aloha_shirt)_(fate),cu_chulainn_(fate),1,Fate,249
fergus_mac_roich_(fate),fergus_mac_roich_(fate),0,Fate,248
mephistopheles_(fate),mephistopheles_(fate),0,Fate,247
scathach_skadi_(third_ascension)_(fate),scathach_skadi_(fate),1,Fate,247
saitou_hajime_(first_ascension)_(fate),saitou_hajime_(fate),1,Fate,247
philia_(fate),philia_(fate),0,Fate,247
li_shuwen_(young)_(fate),li_shuwen_(fate),1,Fate,246
jing_ke_(fate),jing_ke_(fate),0,Fate,245
trung_nhi_(fate),trung_nhi_(fate),0,Fate,245
yang_guifei_(third_ascension)_(fate),yang_guifei_(fate),1,Fate,244
carmilla_(assassin)_(fate),carmilla_(fate),1,Fate,244
ashiya_douman_(third_ascension)_(fate),ashiya_douman_(fate),1,Fate,243
romulus-quirinus_(fate),romulus-quirinus_(fate),0,Fate,243
galahad_(fate),galahad_(fate),0,Fate,242
romulus_(fate),romulus_(fate),0,Fate,242
space_ereshkigal_(fate),space_ereshkigal_(fate),0,Fate,242
lobo_(fate),lobo_(fate),0,Fate,241
demon_pillar_(fate),demon_pillar_(fate),0,Fate,240
ozymandias_(third_ascension)_(fate),ozymandias_(fate),1,Fate,240
grigori_rasputin_(fate),grigori_rasputin_(fate),0,Fate,239
miyamoto_musashi_(swimsuit_berserker)_(first_ascension)_(fate),miyamoto_musashi_(fate),1,Fate,238
yagyuu_munenori_(fate),yagyuu_munenori_(fate),0,Fate,235
the_count_of_monte_cristo_(fate),the_count_of_monte_cristo_(fate),0,Fate,235
martha_(swimsuit_ruler)_(second_ascension)_(fate),martha_(fate),1,Fate,234
dante_alighieri_(fate),dante_alighieri_(fate),0,Fate,234
romulus_quirinus_(fate),romulus_quirinus_(fate),0,Fate,233
kama_(swimsuit_avenger)_(second_ascension)_(fate),kama_(fate),1,Fate,233
medb_(third_ascension)_(fate),medb_(fate),1,Fate,233
kama_(swimsuit_avenger)_(first_ascension)_(fate),kama_(fate),1,Fate,232
ereshkigal_(third_ascension)_(fate),ereshkigal_(fate),1,Fate,232
calamity_jane_(fate),calamity_jane_(fate),0,Fate,229
ereshkigal_(second_ascension)_(fate),ereshkigal_(fate),1,Fate,229
archer_(summer_casual)_(fate),archer_(fate),1,Fate,228
billy_the_kid_(fate),billy_the_kid_(fate),0,Fate,227
florence_nightingale_(third_ascension)_(fate),florence_nightingale_(fate),1,Fate,227
jekyll_and_hyde_(fate),jekyll_and_hyde_(fate),0,Fate,225
castor_(fate),castor_(fate),0,Fate,225
miss_crane_(fate),miss_crane_(fate),0,Fate,225
ibuki_douji_(swimsuit_berserker)_(first_ascension)_(fate),ibuki_douji_(fate),1,Fate,225
add_(fate),add_(fate),0,Fate,224
bb_(bb_shot!)_(fate),bb_(fate),1,Fate,224
kawakami_gensai_(first_ascension)_(fate),kawakami_gensai_(fate),1,Fate,224
bhima_(fate),bhima_(fate),0,Fate,223
kali_(fate),kali_(fate),0,Fate,222
nitocris_(second_ascension)_(fate),nitocris_(fate),1,Fate,221
tenochtitlan_(swimsuit_mooncancer)_(third_ascension)_(fate),tenochtitlan_(fate),1,Fate,220
kondou_isami_(fate),kondou_isami_(fate),0,Fate,220
thomas_edison_(fate),thomas_edison_(fate),0,Fate,219
zerco_(fate),zerco_(fate),0,Fate,219
barghest_(first_ascension)_(fate),barghest_(fate),1,Fate,218
passionlip_(swimsuit_saber)_(first_ascension)_(fate),passionlip_(fate),1,Fate,217
nikola_tesla_(fate),nikola_tesla_(fate),0,Fate,216
zheng_chenggong_(fate),zheng_chenggong_(fate),0,Fate,216
andromeda_(fate),andromeda_(fate),0,Fate,216
katsushika_hokusai_(third_ascension)_(fate),katsushika_hokusai_(fate),1,Fate,214
suzuka_gozen_(swimsuit_rider)_(second_ascension)_(fate),suzuka_gozen_(fate),1,Fate,214
gaius_julius_caesar_(fate),gaius_julius_caesar_(fate),0,Fate,214
john_lackland_(fate),john_lackland_(fate),0,Fate,213
avicebron_(fate),avicebron_(fate),0,Fate,212
tamamo_no_mae_(sable_mage)_(fate),tamamo_no_mae_(fate),1,Fate,212
okita_souji_alter_(swimsuit_saber)_(fate),okita_souji_alter_(fate),1,Fate,212
lahmu_(fate),lahmu_(fate),0,Fate,211
wu_zetian_(swimsuit_caster)_(fate),wu_zetian_(fate),1,Fate,211
gray_(assassin)_(fate),gray_(fate),1,Fate,211
agravain_(fate),agravain_(fate),0,Fate,209
space_ishtar_(second_ascension)_(fate),space_ishtar_(fate),1,Fate,209
super_orion_(fate),super_orion_(fate),0,Fate,208
komahime_(fate),komahime_(fate),0,Fate,208
gilgamesh_(establishment)_(fate),gilgamesh_(fate),1,Fate,207
ashiya_douman_(second_ascension)_(fate),ashiya_douman_(fate),1,Fate,206
nitocris_(third_ascension)_(fate),nitocris_(fate),1,Fate,206
william_shakespeare_(fate),william_shakespeare_(fate),0,Fate,205
caenis_(unofficial_casual_wear)_(fate),caenis_(fate),1,Fate,205
martha_(third_ascension)_(fate),martha_(fate),1,Fate,204
marie_antoinette_alter_(third_ascension)_(fate),marie_antoinette_alter_(fate),1,Fate,203
francois_prelati_(fate),francois_prelati_(fate),0,Fate,201
charlemagne_(first_ascension)_(fate),charlemagne_(fate),1,Fate,201
saitou_hajime_(second_ascension)_(fate),saitou_hajime_(fate),1,Fate,200
abigail_williams_(santa)_(fate),abigail_williams_(fate),1,Fate,199
marie_antoinette_(third_ascension)_(fate),marie_antoinette_(fate),1,Fate,197
bartholomew_roberts_(fate),bartholomew_roberts_(fate),0,Fate,196
atalanta_alter_(second_ascension)_(fate),atalanta_alter_(fate),1,Fate,196
arjuna_alter_(first_ascension)_(fate),arjuna_alter_(fate),1,Fate,196
iskandar_(casual_wear)_(fate),iskandar_(fate),1,Fate,195
tristan_(third_ascension)_(fate),tristan_(fate),1,Fate,195
geronimo_(fate),geronimo_(fate),0,Fate,194
saitou_hajime_(third_ascension)_(fate),saitou_hajime_(fate),1,Fate,194
cu_chulainn_(second_ascension)_(fate),cu_chulainn_(fate),1,Fate,193
mysterious_executor_c.i.e.l_(fate),mysterious_executor_c.i.e.l_(fate),0,Fate,192
osakabehime_(third_ascension)_(fate),osakabehime_(fate),1,Fate,192
artoria_caster_(final_ascension)_(fate),artoria_caster_(fate),1,Fate,192
larva_tiamat_(first_ascension)_(fate),larva_tiamat_(fate),1,Fate,191
nero_claudius_(modern_costume_of_crimson)_(fate),nero_claudius_(fate),1,Fate,190
hans_christian_andersen_(adult)_(fate),hans_christian_andersen_(fate),1,Fate,189
leonidas_(fate),leonidas_(fate),0,Fate,188
odysseus_(fate),odysseus_(fate),0,Fate,188
tiamat_(femme_fatale)_(fate),tiamat_(fate),1,Fate,188
hessian_(fate),hessian_(fate),0,Fate,187
professor_nemo_(fate),professor_nemo_(fate),0,Fate,187
biscione_(fate),biscione_(fate),0,Fate,186
miyamoto_musashi_(woman_of_niten_ichiryuu)_(fate),miyamoto_musashi_(fate),1,Fate,184
nezha_(fate),nezha_(fate),0,Fate,183
yui_shousetsu_(first_ascension)_(fate),yui_shousetsu_(fate),1,Fate,183
arthur_pendragon_alter_(fate),arthur_pendragon_alter_(fate),0,Fate,180
leysritt_(fate),leysritt_(fate),0,Fate,180
christopher_columbus_(fate),christopher_columbus_(fate),0,Fate,180
medusa_(rider)_(third_ascension)_(fate),medusa_(fate),1,Fate,180
elizabeth_bathory_(halloween_caster)_(fate),elizabeth_bathory_(fate),1,Fate,179
mysterious_ranmaru_x_(fate),mysterious_ranmaru_x_(fate),0,Fate,179
mrs._snake_(second_ascension)_(fate),mrs._snake_(fate),1,Fate,179
helena_blavatsky_(swimsuit_archer)_(third_ascension)_(fate),helena_blavatsky_(fate),1,Fate,178
ibuki_douji_(second_ascension)_(fate),ibuki_douji_(fate),1,Fate,178
caligula_(fate),caligula_(fate),0,Fate,177
izumo_no_okuni_(fate),izumo_no_okuni_(fate),0,Fate,177
oberon_(refreshing_summer_prince)_(fate),oberon_(fate),1,Fate,177
charlotte_corday_(third_ascension)_(fate),charlotte_corday_(fate),1,Fate,176
hippogriff_(fate),hippogriff_(fate),0,Fate,176
nurse_nemo_(fate),nurse_nemo_(fate),0,Fate,174
appren-chirps_(fate),appren-chirps_(fate),0,Fate,174
martha_(swimsuit_ruler)_(first_ascension)_(fate),martha_(fate),1,Fate,173
passionlip_(third_ascension)_(fate),passionlip_(fate),1,Fate,173
stheno_(third_ascension)_(fate),stheno_(fate),1,Fate,172
miyamoto_musashi_(swimsuit_berserker)_(third_ascension)_(fate),miyamoto_musashi_(fate),1,Fate,172
kukulkan_(second_ascension)_(fate),kukulkan_(fate),1,Fate,172
cnoc_na_riabh_(fate),cnoc_na_riabh_(fate),0,Fate,172
takeda_shingen_(fate),takeda_shingen_(fate),0,Fate,172
lord_logres_(fate),lord_logres_(fate),0,Fate,172
kyokutei_bakin_(fate),kyokutei_bakin_(fate),0,Fate,171
tenochtitlan_(swimsuit_mooncancer)_(first_ascension)_(fate),tenochtitlan_(fate),1,Fate,171
johanna_(fate),johanna_(fate),0,Fate,170
morgan_le_fay_(chaldea_satellite_station)_(fate),morgan_le_fay_(fate),1,Fate,169
barghest_(swimsuit_archer)_(second_ascension)_(fate),barghest_(fate),1,Fate,169
archer_(third_ascension)_(fate),archer_(fate),1,Fate,169
oda_kippoushi_(fate),oda_kippoushi_(fate),0,Fate,167
ptolemy_(fate),ptolemy_(fate),0,Fate,167
caenis_(swimsuit_rider)_(first_ascension)_(fate),caenis_(fate),1,Fate,167
siduri_(fate),siduri_(fate),0,Fate,166
henry_jekyll_(fate),henry_jekyll_(fate),0,Fate,166
sea_demon_(fate),sea_demon_(fate),0,Fate,166
mini_cu-chan_(fate),mini_cu-chan_(fate),0,Fate,165
artoria_caster_(swimsuit_berserker)_(third_ascension)_(fate),artoria_caster_(fate),1,Fate,165
bedivere_(third_ascension)_(fate),bedivere_(fate),1,Fate,164
paul_bunyan_(third_ascension)_(fate),paul_bunyan_(fate),1,Fate,162
taisui_xingjun_(fate),taisui_xingjun_(fate),0,Fate,162
ganesha_(fate),ganesha_(fate),0,Fate,161
anastasia_(swimsuit_archer)_(third_ascension)_(fate),anastasia_(fate),1,Fate,161
melusine_(swimsuit_ruler)_(second_ascension)_(fate),melusine_(fate),1,Fate,161
koyanskaya_(foreigner)_(third_ascension)_(fate),koyanskaya_(fate),1,Fate,161
leonardo_da_vinci_(swimsuit_ruler)_(fate),leonardo_da_vinci_(fate),1,Fate,160
ushi_gozen_(avenger)_(fate),ushi_gozen_(fate),1,Fate,160
kiichi_hogen_(fate),kiichi_hogen_(fate),0,Fate,159
colonel_olcott_(fate),colonel_olcott_(fate),0,Fate,158
marie_antoinette_alter_(first_ascension)_(fate),marie_antoinette_alter_(fate),1,Fate,158
mysterious_heroine_x_alter_(third_ascension)_(fate),mysterious_heroine_x_alter_(fate),1,Fate,157
van_gogh_(second_ascension)_(fate),van_gogh_(fate),1,Fate,157
space_ishtar_(first_ascension)_(fate),space_ishtar_(fate),1,Fate,157
kriemhild_(first_ascension)_(fate),kriemhild_(fate),1,Fate,157
scheherazade_(third_ascension)_(fate),scheherazade_(fate),1,Fate,157
sakata_kintoki_(rider)_(fate),sakata_kintoki_(fate),1,Fate,156
ereshkigal_alter_(fate),ereshkigal_alter_(fate),0,Fate,156
bb_cosmo_(fate),bb_cosmo_(fate),0,Fate,156
astolfo_(rider)_(third_ascension)_(fate),astolfo_(fate),1,Fate,156
patxi_(fate),patxi_(fate),0,Fate,155
tamamo_no_mae_(swimsuit_lancer)_(first_ascension)_(fate),tamamo_no_mae_(fate),1,Fate,155
barghest_(swimsuit_archer)_(first_ascension)_(fate),barghest_(fate),1,Fate,155
mysterious_heroine_x_(second_ascension)_(fate),mysterious_heroine_x_(fate),1,Fate,155
florence_nightingale_(chaldea_lifesavers)_(fate),florence_nightingale_(fate),1,Fate,154
frankenstein's_monster_(swimsuit_saber)_(second_ascension)_(fate),frankenstein's_monster_(fate),1,Fate,154
astraea_(fate),astraea_(fate),0,Fate,153
rengoku_(fate),rengoku_(fate),0,Fate,153
medusa_(saber)_(fate),medusa_(fate),1,Fate,153
dobrynya_nikitich_(second_ascension)_(fate),dobrynya_nikitich_(fate),1,Fate,153
lilith_(third_ascension)_(fate),lilith_(fate),1,Fate,152
carmilla_(swimsuit_rider)_(third_ascension)_(fate),carmilla_(fate),1,Fate,151
barghest_(swimsuit_archer)_(final_ascension)_(fate),barghest_(fate),1,Fate,151
space_ishtar_(third_ascension)_(fate),space_ishtar_(fate),1,Fate,150
louhi_(second_ascension)_(fate),louhi_(fate),1,Fate,150
xiang_yu_(fate),xiang_yu_(fate),0,Fate,148
metatron_jeanne_(second_ascension)_(fate),metatron_jeanne_(fate),1,Fate,147
charles_babbage_(fate),charles_babbage_(fate),0,Fate,146
paris_(fate),paris_(fate),0,Fate,146
marie_antoinette_(swimsuit_caster)_(third_ascension)_(fate),marie_antoinette_(fate),1,Fate,146
baker_nemo_(fate),baker_nemo_(fate),0,Fate,145
locusta_(fate),locusta_(fate),0,Fate,145
spartacus_(fate),spartacus_(fate),0,Fate,144
koyanskaya_(lostbelt_beast:iv)_(fate),koyanskaya_(fate),1,Fate,144
artoria_pendragon_(swimsuit_ruler)_(second_ascension)_(fate),artoria_pendragon_(fate),1,Fate,144
sen_no_rikyu_(second_ascension)_(fate),sen_no_rikyu_(fate),1,Fate,144
sella_(fate),sella_(fate),0,Fate,143
kama_(beast_iii/l)_(fate),kama_(fate),1,Fate,143
camazotz_(fate),camazotz_(fate),0,Fate,143
kukulkan_(first_ascension)_(fate),kukulkan_(fate),1,Fate,142
trung_nhi_(second_ascension)_(fate),trung_nhi_(fate),1,Fate,142
cavall_ii_(fate),cavall_ii_(fate),0,Fate,142
chevalier_d'eon_(saber)_(fate),chevalier_d'eon_(fate),1,Fate,142
mary_read_(rider)_(fate),mary_read_(fate),1,Fate,142
edward_teach_(final_ascension)_(fate),edward_teach_(fate),1,Fate,141
meltryllis_(swimsuit_lancer)_(third_ascension)_(fate),meltryllis_(fate),1,Fate,141
trung_trac_(second_ascension)_(fate),trung_trac_(fate),1,Fate,141
noah_(third_ascension)_(fate),noah_(fate),1,Fate,141
marie_antoinette_(swimsuit_caster)_(second_ascension)_(fate),marie_antoinette_(fate),1,Fate,140
setanta's_puppy_(fate),setanta's_puppy_(fate),0,Fate,140
chevalier_d'eon_(maid_knight)_(fate),chevalier_d'eon_(fate),1,Fate,139
osakabehime_(swimsuit_archer)_(second_ascension)_(fate),osakabehime_(fate),1,Fate,139
baobhan_sith_(exhibition_attire)_(fate),baobhan_sith_(fate),1,Fate,139
cu_chulainn_(third_ascension)_(fate),cu_chulainn_(fate),1,Fate,139
archer_(honkai:_star_rail)_(fate),archer_(fate),1,Fate,139
gilles_de_rais_(saber)_(fate),gilles_de_rais_(fate),1,Fate,138
anne_bonny_(swimsuit_archer)_(first_ascension)_(fate),anne_bonny_(fate),1,Fate,138
demeter_(fate),demeter_(fate),0,Fate,137
okita_souji_alter_(swimsuit_saber)_(first_ascension)_(fate),okita_souji_alter_(fate),1,Fate,137
florence_nightingale_(santa)_(fate),florence_nightingale_(fate),1,Fate,136
suzuka_gozen_(santa)_(fate),suzuka_gozen_(fate),1,Fate,135
li_shuwen_(old)_(fate),li_shuwen_(fate),1,Fate,135
medb_(alluring_chief_warden_look)_(fate),medb_(fate),1,Fate,135
nitocris_(swimsuit_assassin)_(third_ascension)_(fate),nitocris_(fate),1,Fate,135
medb_(swimsuit_saber)_(second_ascension)_(fate),medb_(fate),1,Fate,135
apollo_(fate),apollo_(fate),0,Fate,134
mysterious_heroine_x_(third_ascension)_(fate),mysterious_heroine_x_(fate),1,Fate,134
kazuradrop_(first_ascension)_(fate),kazuradrop_(fate),1,Fate,134
david_(fate),david_(fate),0,Fate,131
koyanskaya_(assassin)_(third_ascension)_(fate),koyanskaya_(fate),1,Fate,131
nitocris_alter_(second_ascension)_(fate),nitocris_alter_(fate),1,Fate,131
astolfo_(third_ascension)_(fate),astolfo_(fate),1,Fate,131
mochizuki_chiyome_(second_ascension)_(fate),mochizuki_chiyome_(fate),1,Fate,131
engineer_nemo_(fate),engineer_nemo_(fate),0,Fate,130
jeanne_d'arc_(white_cruising)_(fate),jeanne_d'arc_(fate),1,Fate,130
achilles_(fearless_diver)_(fate),achilles_(fate),1,Fate,130
mysterious_heroine_xx_alter_(fate),mysterious_heroine_xx_alter_(fate),0,Fate,130
mori_nagayoshi_(second_ascension)_(fate),mori_nagayoshi_(fate),1,Fate,130
paracelsus_von_hohenheim_(fate),paracelsus_von_hohenheim_(fate),0,Fate,130
tomoe_gozen_(second_ascension)_(fate),tomoe_gozen_(fate),1,Fate,130
xochitonal_(fate),xochitonal_(fate),0,Fate,129
richard_i_(second_ascension)_(fate),richard_i_(fate),1,Fate,129
arjuna_alter_(third_ascension)_(fate),arjuna_alter_(fate),1,Fate,129
sita_(fate),sita_(fate),0,Fate,128
medb_(first_ascension)_(fate),medb_(fate),1,Fate,128
anne_bonny_(rider)_(fate),anne_bonny_(fate),1,Fate,128
europa_(fate),europa_(fate),0,Fate,126
boudica_(third_ascension)_(fate),boudica_(fate),1,Fate,125
